NO.,Time,Voltage
1.0,-6.06e-05,1.16
2.0,-6.04e-05,1.64
3.0,-6.02e-05,1.68
4.0,-6e-05,2.04
5.0,-5.98e-05,2.12
6.0,-5.96e-05,2.44
7.0,-5.94e-05,2.52
8.0,-5.92e-05,2.76
9.0,-5.9e-05,2.8
10.0,-5.88e-05,3.04
11.0,-5.86e-05,3.04
12.0,-5.84e-05,3.16
13.0,-5.82e-05,3.16
14.0,-5.8e-05,3.2
15.0,-5.78e-05,3.2
16.0,-5.76e-05,3.08
17.0,-5.74e-05,3.08
18.0,-5.72e-05,2.88
19.0,-5.7e-05,2.84
20.0,-5.68e-05,2.52
21.0,-5.66e-05,2.52
22.0,-5.64e-05,2.08
23.0,-5.62e-05,2.0
24.0,-5.6e-05,1.48
25.0,-5.58e-05,1.4
26.0,-5.56e-05,0.84
27.0,-5.54e-05,0.8
28.0,-5.52e-05,0.12
29.0,-5.5e-05,0.08
30.0,-5.48e-05,-0.36
31.0,-5.46e-05,-0.36
32.0,-5.44e-05,-0.52
33.0,-5.42e-05,-0.56
34.0,-5.4e-05,-0.64
35.0,-5.38e-05,-0.6
36.0,-5.36e-05,-0.68
37.0,-5.34e-05,-0.68
38.0,-5.32e-05,-0.64
39.0,-5.3e-05,-0.68
40.0,-5.28e-05,-0.68
41.0,-5.26e-05,-0.68
42.0,-5.24e-05,-0.72
43.0,-5.22e-05,-0.68
44.0,-5.2e-05,-0.72
45.0,-5.18e-05,-0.68
46.0,-5.16e-05,-0.72
47.0,-5.14e-05,-0.68
48.0,-5.12e-05,-0.72
49.0,-5.1e-05,-0.68
50.0,-5.08e-05,-0.72
51.0,-5.06e-05,-0.72
52.0,-5.04e-05,-0.68
53.0,-5.02e-05,-0.68
54.0,-5e-05,-0.72
55.0,-4.98e-05,-0.68
56.0,-4.96e-05,-0.72
57.0,-4.94e-05,-0.68
58.0,-4.92e-05,-0.72
59.0,-4.9e-05,-0.68
60.0,-4.88e-05,-0.68
61.0,-4.86e-05,-0.68
62.0,-4.84e-05,-0.72
63.0,-4.82e-05,-0.68
64.0,-4.8e-05,-0.68
65.0,-4.78e-05,-0.64
66.0,-4.76e-05,-0.72
67.0,-4.74e-05,-0.68
68.0,-4.72e-05,-0.68
69.0,-4.7e-05,-0.68
70.0,-4.68e-05,-0.64
71.0,-4.66e-05,-0.68
72.0,-4.64e-05,-0.64
73.0,-4.62e-05,-0.68
74.0,-4.6e-05,-0.6
75.0,-4.58e-05,-0.6
76.0,-4.56e-05,-0.68
77.0,-4.54e-05,-0.68
78.0,-4.52e-05,-0.6
79.0,-4.5e-05,-0.6
80.0,-4.48e-05,-0.64
81.0,-4.46e-05,-0.6
82.0,-4.44e-05,-0.68
83.0,-4.42e-05,-0.64
84.0,-4.4e-05,-0.6
85.0,-4.38e-05,-0.6
86.0,-4.36e-05,-0.64
87.0,-4.34e-05,-0.6
88.0,-4.32e-05,-0.64
89.0,-4.3e-05,-0.6
90.0,-4.28e-05,-0.56
91.0,-4.26e-05,-0.6
92.0,-4.24e-05,-0.56
93.0,-4.22e-05,-0.56
94.0,-4.2e-05,-0.6
95.0,-4.18e-05,-0.56
96.0,-4.16e-05,-0.6
97.0,-4.14e-05,-0.6
98.0,-4.12e-05,-0.56
99.0,-4.1e-05,-0.56
100.0,-4.08e-05,-0.6
101.0,-4.06e-05,-0.56
102.0,-4.04e-05,-0.6
103.0,-4.02e-05,-0.6
104.0,-4e-05,-0.6
105.0,-3.98e-05,-0.6
106.0,-3.96e-05,-0.64
107.0,-3.94e-05,-0.6
108.0,-3.92e-05,-0.64
109.0,-3.9e-05,-0.64
110.0,-3.88e-05,-0.6
111.0,-3.86e-05,-0.6
112.0,-3.84e-05,-0.68
113.0,-3.82e-05,-0.68
114.0,-3.8e-05,-0.6
115.0,-3.78e-05,-0.68
116.0,-3.76e-05,-0.6
117.0,-3.74e-05,-0.6
118.0,-3.72e-05,-0.68
119.0,-3.7e-05,-0.64
120.0,-3.68e-05,-0.68
121.0,-3.66e-05,-0.68
122.0,-3.64e-05,-0.64
123.0,-3.62e-05,-0.68
124.0,-3.6e-05,-0.6
125.0,-3.58e-05,-0.64
126.0,-3.56e-05,-0.68
127.0,-3.54e-05,-0.64
128.0,-3.52e-05,-0.68
129.0,-3.5e-05,-0.68
130.0,-3.48e-05,-0.6
131.0,-3.46e-05,-0.6
132.0,-3.44e-05,-0.68
133.0,-3.42e-05,-0.6
134.0,-3.4e-05,-0.64
135.0,-3.38e-05,-0.68
136.0,-3.36e-05,-0.6
137.0,-3.34e-05,-0.64
138.0,-3.32e-05,-0.6
139.0,-3.3e-05,-0.64
140.0,-3.28e-05,-0.6
141.0,-3.26e-05,-0.6
142.0,-3.24e-05,-0.6
143.0,-3.22e-05,-0.56
144.0,-3.2e-05,-0.6
145.0,-3.18e-05,-0.6
146.0,-3.16e-05,-0.48
147.0,-3.14e-05,-0.44
148.0,-3.12e-05,-0.2
149.0,-3.1e-05,-0.16
150.0,-3.08e-05,0.28
151.0,-3.06e-05,0.28
152.0,-3.04e-05,0.72
153.0,-3.02e-05,0.76
154.0,-3e-05,1.16
155.0,-2.98e-05,1.16
156.0,-2.96e-05,1.6
157.0,-2.94e-05,1.68
158.0,-2.92e-05,2.08
159.0,-2.9e-05,2.12
160.0,-2.88e-05,2.48
161.0,-2.86e-05,2.52
162.0,-2.84e-05,2.84
163.0,-2.82e-05,2.84
164.0,-2.8e-05,3.04
165.0,-2.78e-05,3.04
166.0,-2.76e-05,3.2
167.0,-2.74e-05,3.2
168.0,-2.72e-05,3.2
169.0,-2.7e-05,3.2
170.0,-2.68e-05,3.08
171.0,-2.66e-05,3.08
172.0,-2.64e-05,2.88
173.0,-2.62e-05,2.84
174.0,-2.6e-05,2.52
175.0,-2.58e-05,2.48
176.0,-2.56e-05,2.08
177.0,-2.54e-05,2.0
178.0,-2.52e-05,1.48
179.0,-2.5e-05,1.44
180.0,-2.48e-05,0.84
181.0,-2.46e-05,0.8
182.0,-2.44e-05,0.16
183.0,-2.42e-05,0.08
184.0,-2.4e-05,-0.36
185.0,-2.38e-05,-0.36
186.0,-2.36e-05,-0.56
187.0,-2.34e-05,-0.56
188.0,-2.32e-05,-0.64
189.0,-2.3e-05,-0.64
190.0,-2.28e-05,-0.68
191.0,-2.26e-05,-0.68
192.0,-2.24e-05,-0.68
193.0,-2.22e-05,-0.68
194.0,-2.2e-05,-0.68
195.0,-2.18e-05,-0.68
196.0,-2.16e-05,-0.72
197.0,-2.14e-05,-0.68
198.0,-2.12e-05,-0.72
199.0,-2.1e-05,-0.72
200.0,-2.08e-05,-0.68
201.0,-2.06e-05,-0.68
202.0,-2.04e-05,-0.72
203.0,-2.02e-05,-0.68
204.0,-2e-05,-0.68
205.0,-1.98e-05,-0.68
206.0,-1.96e-05,-0.72
207.0,-1.94e-05,-0.68
208.0,-1.92e-05,-0.72
209.0,-1.9e-05,-0.68
210.0,-1.88e-05,-0.72
211.0,-1.86e-05,-0.68
212.0,-1.84e-05,-0.72
213.0,-1.82e-05,-0.68
214.0,-1.8e-05,-0.72
215.0,-1.78e-05,-0.68
216.0,-1.76e-05,-0.68
217.0,-1.74e-05,-0.72
218.0,-1.72e-05,-0.68
219.0,-1.7e-05,-0.68
220.0,-1.68e-05,-0.68
221.0,-1.66e-05,-0.68
222.0,-1.64e-05,-0.68
223.0,-1.62e-05,-0.68
224.0,-1.6e-05,-0.64
225.0,-1.58e-05,-0.68
226.0,-1.56e-05,-0.64
227.0,-1.54e-05,-0.6
228.0,-1.52e-05,-0.68
229.0,-1.5e-05,-0.68
230.0,-1.48e-05,-0.6
231.0,-1.46e-05,-0.64
232.0,-1.44e-05,-0.6
233.0,-1.42e-05,-0.6
234.0,-1.4e-05,-0.64
235.0,-1.38e-05,-0.64
236.0,-1.36e-05,-0.6
237.0,-1.34e-05,-0.6
238.0,-1.32e-05,-0.64
239.0,-1.3e-05,-0.6
240.0,-1.28e-05,-0.64
241.0,-1.26e-05,-0.6
242.0,-1.24e-05,-0.6
243.0,-1.22e-05,-0.56
244.0,-1.2e-05,-0.6
245.0,-1.18e-05,-0.6
246.0,-1.16e-05,-0.56
247.0,-1.14e-05,-0.6
248.0,-1.12e-05,-0.56
249.0,-1.1e-05,-0.56
250.0,-1.08e-05,-0.6
251.0,-1.06e-05,-0.6
252.0,-1.04e-05,-0.56
253.0,-1.02e-05,-0.56
254.0,-1e-05,-0.6
255.0,-9.8e-06,-0.56
256.0,-9.6e-06,-0.6
257.0,-9.4e-06,-0.6
258.0,-9.2e-06,-0.6
259.0,-9e-06,-0.64
260.0,-8.8e-06,-0.6
261.0,-8.6e-06,-0.6
262.0,-8.4e-06,-0.64
263.0,-8.2e-06,-0.6
264.0,-8e-06,-0.64
265.0,-7.8e-06,-0.6
266.0,-7.6e-06,-0.68
267.0,-7.4e-06,-0.68
268.0,-7.2e-06,-0.6
269.0,-7e-06,-0.64
270.0,-6.8e-06,-0.68
271.0,-6.6e-06,-0.6
272.0,-6.4e-06,-0.68
273.0,-6.2e-06,-0.68
274.0,-6e-06,-0.6
275.0,-5.8e-06,-0.64
276.0,-5.6e-06,-0.68
277.0,-5.4e-06,-0.6
278.0,-5.2e-06,-0.68
279.0,-5e-06,-0.68
280.0,-4.8e-06,-0.6
281.0,-4.6e-06,-0.6
282.0,-4.4e-06,-0.68
283.0,-4.2e-06,-0.68
284.0,-4e-06,-0.6
285.0,-3.8e-06,-0.64
286.0,-3.6e-06,-0.68
287.0,-3.4e-06,-0.68
288.0,-3.2e-06,-0.6
289.0,-3e-06,-0.68
