NO.,Time,Voltage
1.0,-3e-05,0.8
2.0,-2.99e-05,0.96
3.0,-2.98e-05,1.0
4.0,-2.97e-05,1.18
5.0,-2.96e-05,1.24
6.0,-2.95e-05,1.42
7.0,-2.94e-05,1.44
8.0,-2.93e-05,1.66
9.0,-2.92e-05,1.68
10.0,-2.91e-05,1.88
11.0,-2.9e-05,1.88
12.0,-2.89e-05,2.06
13.0,-2.88e-05,2.06
14.0,-2.87e-05,2.24
15.0,-2.86e-05,2.24
16.0,-2.85e-05,2.42
17.0,-2.84e-05,2.42
18.0,-2.83e-05,2.58
19.0,-2.82e-05,2.58
20.0,-2.81e-05,2.7
21.0,-2.8e-05,2.7
22.0,-2.79e-05,2.82
23.0,-2.78e-05,2.82
24.0,-2.77e-05,2.9
25.0,-2.76e-05,2.9
26.0,-2.75e-05,2.96
27.0,-2.74e-05,2.96
28.0,-2.73e-05,3.0
29.0,-2.72e-05,3.0
30.0,-2.71e-05,2.98
31.0,-2.7e-05,3.0
32.0,-2.69e-05,2.98
33.0,-2.68e-05,2.98
34.0,-2.67e-05,2.9
35.0,-2.66e-05,2.9
36.0,-2.65e-05,2.82
37.0,-2.64e-05,2.8
38.0,-2.63e-05,2.68
39.0,-2.62e-05,2.68
40.0,-2.61e-05,2.54
41.0,-2.6e-05,2.52
42.0,-2.59e-05,2.36
43.0,-2.58e-05,2.32
44.0,-2.57e-05,2.12
45.0,-2.56e-05,2.1
46.0,-2.55e-05,1.92
47.0,-2.54e-05,1.88
48.0,-2.53e-05,1.7
49.0,-2.52e-05,1.64
50.0,-2.51e-05,1.4
51.0,-2.5e-05,1.36
52.0,-2.49e-05,1.08
53.0,-2.48e-05,1.04
54.0,-2.47e-05,0.76
55.0,-2.46e-05,0.76
56.0,-2.45e-05,0.44
57.0,-2.44e-05,0.4
58.0,-2.43e-05,0.14
59.0,-2.42e-05,0.08
60.0,-2.41e-05,-0.12
61.0,-2.4e-05,-0.14
62.0,-2.39e-05,-0.26
63.0,-2.38e-05,-0.28
64.0,-2.37e-05,-0.34
65.0,-2.36e-05,-0.34
66.0,-2.35e-05,-0.42
67.0,-2.34e-05,-0.4
68.0,-2.33e-05,-0.44
69.0,-2.32e-05,-0.44
70.0,-2.31e-05,-0.48
71.0,-2.3e-05,-0.46
72.0,-2.29e-05,-0.5
73.0,-2.28e-05,-0.48
74.0,-2.27e-05,-0.52
75.0,-2.26e-05,-0.5
76.0,-2.25e-05,-0.52
77.0,-2.24e-05,-0.5
78.0,-2.23e-05,-0.52
79.0,-2.22e-05,-0.54
80.0,-2.21e-05,-0.52
81.0,-2.2e-05,-0.52
82.0,-2.19e-05,-0.54
83.0,-2.18e-05,-0.54
84.0,-2.17e-05,-0.52
85.0,-2.16e-05,-0.52
86.0,-2.15e-05,-0.54
87.0,-2.14e-05,-0.54
88.0,-2.13e-05,-0.54
89.0,-2.12e-05,-0.54
90.0,-2.11e-05,-0.54
91.0,-2.1e-05,-0.54
92.0,-2.09e-05,-0.54
93.0,-2.08e-05,-0.54
94.0,-2.07e-05,-0.56
95.0,-2.06e-05,-0.54
96.0,-2.05e-05,-0.56
97.0,-2.04e-05,-0.56
98.0,-2.03e-05,-0.54
99.0,-2.02e-05,-0.56
100.0,-2.01e-05,-0.54
101.0,-2e-05,-0.54
102.0,-1.99e-05,-0.56
103.0,-1.98e-05,-0.56
104.0,-1.97e-05,-0.54
105.0,-1.96e-05,-0.54
106.0,-1.95e-05,-0.56
107.0,-1.94e-05,-0.54
108.0,-1.93e-05,-0.56
109.0,-1.92e-05,-0.54
110.0,-1.91e-05,-0.56
111.0,-1.9e-05,-0.54
112.0,-1.89e-05,-0.56
113.0,-1.88e-05,-0.56
114.0,-1.87e-05,-0.54
115.0,-1.86e-05,-0.54
116.0,-1.85e-05,-0.56
117.0,-1.84e-05,-0.54
118.0,-1.83e-05,-0.56
119.0,-1.82e-05,-0.54
120.0,-1.81e-05,-0.54
121.0,-1.8e-05,-0.56
122.0,-1.79e-05,-0.54
123.0,-1.78e-05,-0.54
124.0,-1.77e-05,-0.56
125.0,-1.76e-05,-0.56
126.0,-1.75e-05,-0.54
127.0,-1.74e-05,-0.54
128.0,-1.73e-05,-0.56
129.0,-1.72e-05,-0.54
130.0,-1.71e-05,-0.56
131.0,-1.7e-05,-0.54
132.0,-1.69e-05,-0.56
133.0,-1.68e-05,-0.54
134.0,-1.67e-05,-0.56
135.0,-1.66e-05,-0.54
136.0,-1.65e-05,-0.56
137.0,-1.64e-05,-0.54
138.0,-1.63e-05,-0.56
139.0,-1.62e-05,-0.54
140.0,-1.61e-05,-0.54
141.0,-1.6e-05,-0.54
142.0,-1.59e-05,-0.54
143.0,-1.58e-05,-0.54
144.0,-1.57e-05,-0.54
145.0,-1.56e-05,-0.54
146.0,-1.55e-05,-0.54
147.0,-1.54e-05,-0.54
148.0,-1.53e-05,-0.52
149.0,-1.52e-05,-0.54
150.0,-1.51e-05,-0.52
151.0,-1.5e-05,-0.54
152.0,-1.49e-05,-0.52
153.0,-1.48e-05,-0.52
154.0,-1.47e-05,-0.54
155.0,-1.46e-05,-0.54
156.0,-1.45e-05,-0.52
157.0,-1.44e-05,-0.52
158.0,-1.43e-05,-0.54
159.0,-1.42e-05,-0.52
160.0,-1.41e-05,-0.52
161.0,-1.4e-05,-0.5
162.0,-1.39e-05,-0.54
163.0,-1.38e-05,-0.52
164.0,-1.37e-05,-0.52
165.0,-1.36e-05,-0.52
166.0,-1.35e-05,-0.5
167.0,-1.34e-05,-0.5
168.0,-1.33e-05,-0.52
169.0,-1.32e-05,-0.5
170.0,-1.31e-05,-0.54
171.0,-1.3e-05,-0.5
172.0,-1.29e-05,-0.52
173.0,-1.28e-05,-0.5
174.0,-1.27e-05,-0.52
175.0,-1.26e-05,-0.5
176.0,-1.25e-05,-0.5
177.0,-1.24e-05,-0.5
178.0,-1.23e-05,-0.5
179.0,-1.22e-05,-0.5
180.0,-1.21e-05,-0.5
181.0,-1.2e-05,-0.5
182.0,-1.19e-05,-0.48
183.0,-1.18e-05,-0.5
184.0,-1.17e-05,-0.46
185.0,-1.16e-05,-0.46
186.0,-1.15e-05,-0.5
187.0,-1.14e-05,-0.48
188.0,-1.13e-05,-0.5
189.0,-1.12e-05,-0.48
190.0,-1.11e-05,-0.46
191.0,-1.1e-05,-0.48
192.0,-1.09e-05,-0.48
193.0,-1.08e-05,-0.48
194.0,-1.07e-05,-0.46
195.0,-1.06e-05,-0.46
196.0,-1.05e-05,-0.48
197.0,-1.04e-05,-0.48
198.0,-1.03e-05,-0.46
199.0,-1.02e-05,-0.46
200.0,-1.01e-05,-0.46
201.0,-1e-05,-0.46
202.0,-9.9e-06,-0.48
203.0,-9.8e-06,-0.46
204.0,-9.7e-06,-0.46
205.0,-9.6e-06,-0.46
206.0,-9.5e-06,-0.46
207.0,-9.4e-06,-0.44
208.0,-9.3e-06,-0.46
209.0,-9.2e-06,-0.44
210.0,-9.1e-06,-0.46
211.0,-9e-06,-0.46
212.0,-8.9e-06,-0.44
213.0,-8.8e-06,-0.46
214.0,-8.7e-06,-0.44
215.0,-8.6e-06,-0.46
216.0,-8.5e-06,-0.44
217.0,-8.4e-06,-0.44
218.0,-8.3e-06,-0.46
219.0,-8.2e-06,-0.46
220.0,-8.1e-06,-0.44
221.0,-8e-06,-0.46
222.0,-7.9e-06,-0.44
223.0,-7.8e-06,-0.44
224.0,-7.7e-06,-0.46
225.0,-7.6e-06,-0.46
226.0,-7.5e-06,-0.44
227.0,-7.4e-06,-0.44
228.0,-7.3e-06,-0.48
229.0,-7.2e-06,-0.46
230.0,-7.1e-06,-0.48
231.0,-7e-06,-0.46
232.0,-6.9e-06,-0.48
233.0,-6.8e-06,-0.46
234.0,-6.7e-06,-0.48
235.0,-6.6e-06,-0.48
236.0,-6.5e-06,-0.46
237.0,-6.4e-06,-0.48
238.0,-6.3e-06,-0.48
239.0,-6.2e-06,-0.48
240.0,-6.1e-06,-0.5
241.0,-6e-06,-0.48
242.0,-5.9e-06,-0.48
243.0,-5.8e-06,-0.5
244.0,-5.7e-06,-0.46
245.0,-5.6e-06,-0.48
246.0,-5.5e-06,-0.5
247.0,-5.4e-06,-0.5
248.0,-5.3e-06,-0.46
249.0,-5.2e-06,-0.5
250.0,-5.1e-06,-0.48
251.0,-5e-06,-0.5
252.0,-4.9e-06,-0.48
