"Rigol Technologies,Inc. -[Data]",,
,,
,,
,,
CH1 500mV  5.000us 50.00MSa  Size=600  [Date:9/15/2015],,
,,
,,
NO.,Time,Voltage
,,
1.0,-3e-05,0.9
2.0,-2.99e-05,1.16
3.0,-2.98e-05,1.18
4.0,-2.97e-05,1.4
5.0,-2.96e-05,1.42
6.0,-2.95e-05,1.68
7.0,-2.94e-05,1.7
8.0,-2.93e-05,1.92
9.0,-2.92e-05,1.96
10.0,-2.91e-05,2.16
11.0,-2.9e-05,2.18
12.0,-2.89e-05,2.38
13.0,-2.88e-05,2.4
14.0,-2.87e-05,2.58
15.0,-2.86e-05,2.6
16.0,-2.85e-05,2.78
17.0,-2.84e-05,2.8
18.0,-2.83e-05,2.94
19.0,-2.82e-05,2.96
20.0,-2.81e-05,3.06
21.0,-2.8e-05,3.08
22.0,-2.79e-05,3.08
23.0,-2.78e-05,3.08
24.0,-2.77e-05,3.08
25.0,-2.76e-05,3.08
26.0,-2.75e-05,3.08
27.0,-2.74e-05,3.08
28.0,-2.73e-05,3.08
29.0,-2.72e-05,3.08
30.0,-2.71e-05,3.08
31.0,-2.7e-05,3.08
32.0,-2.69e-05,3.08
33.0,-2.68e-05,3.08
34.0,-2.67e-05,3.08
35.0,-2.66e-05,3.06
36.0,-2.65e-05,2.94
37.0,-2.64e-05,2.92
38.0,-2.63e-05,2.74
39.0,-2.62e-05,2.72
40.0,-2.61e-05,2.52
41.0,-2.6e-05,2.5
42.0,-2.59e-05,2.28
43.0,-2.58e-05,2.26
44.0,-2.57e-05,2.0
45.0,-2.56e-05,1.98
46.0,-2.55e-05,1.68
47.0,-2.54e-05,1.66
48.0,-2.53e-05,1.4
49.0,-2.52e-05,1.34
50.0,-2.51e-05,1.02
51.0,-2.5e-05,0.98
52.0,-2.49e-05,0.66
53.0,-2.48e-05,0.6
54.0,-2.47e-05,0.28
55.0,-2.46e-05,0.24
56.0,-2.45e-05,0.0
57.0,-2.44e-05,-0.04
58.0,-2.43e-05,-0.18
59.0,-2.42e-05,-0.22
60.0,-2.41e-05,-0.3
61.0,-2.4e-05,-0.32
62.0,-2.39e-05,-0.4
63.0,-2.38e-05,-0.4
64.0,-2.37e-05,-0.44
65.0,-2.36e-05,-0.44
66.0,-2.35e-05,-0.48
67.0,-2.34e-05,-0.48
68.0,-2.33e-05,-0.5
69.0,-2.32e-05,-0.5
70.0,-2.31e-05,-0.52
71.0,-2.3e-05,-0.52
72.0,-2.29e-05,-0.5
73.0,-2.28e-05,-0.5
74.0,-2.27e-05,-0.54
75.0,-2.26e-05,-0.54
76.0,-2.25e-05,-0.54
77.0,-2.24e-05,-0.54
78.0,-2.23e-05,-0.52
79.0,-2.22e-05,-0.52
80.0,-2.21e-05,-0.56
81.0,-2.2e-05,-0.54
82.0,-2.19e-05,-0.56
83.0,-2.18e-05,-0.54
84.0,-2.17e-05,-0.56
85.0,-2.16e-05,-0.54
86.0,-2.15e-05,-0.56
87.0,-2.14e-05,-0.54
88.0,-2.13e-05,-0.56
89.0,-2.12e-05,-0.56
90.0,-2.11e-05,-0.54
91.0,-2.1e-05,-0.54
92.0,-2.09e-05,-0.56
93.0,-2.08e-05,-0.56
94.0,-2.07e-05,-0.54
95.0,-2.06e-05,-0.54
96.0,-2.05e-05,-0.56
97.0,-2.04e-05,-0.54
98.0,-2.03e-05,-0.58
99.0,-2.02e-05,-0.56
100.0,-2.01e-05,-0.54
101.0,-2e-05,-0.56
102.0,-1.99e-05,-0.56
103.0,-1.98e-05,-0.56
104.0,-1.97e-05,-0.56
105.0,-1.96e-05,-0.56
106.0,-1.95e-05,-0.56
107.0,-1.94e-05,-0.54
108.0,-1.93e-05,-0.56
109.0,-1.92e-05,-0.56
110.0,-1.91e-05,-0.54
111.0,-1.9e-05,-0.56
112.0,-1.89e-05,-0.56
113.0,-1.88e-05,-0.54
114.0,-1.87e-05,-0.56
115.0,-1.86e-05,-0.56
116.0,-1.85e-05,-0.54
117.0,-1.84e-05,-0.58
118.0,-1.83e-05,-0.54
119.0,-1.82e-05,-0.56
120.0,-1.81e-05,-0.54
121.0,-1.8e-05,-0.54
122.0,-1.79e-05,-0.56
123.0,-1.78e-05,-0.58
124.0,-1.77e-05,-0.54
125.0,-1.76e-05,-0.56
126.0,-1.75e-05,-0.56
127.0,-1.74e-05,-0.56
128.0,-1.73e-05,-0.54
129.0,-1.72e-05,-0.56
130.0,-1.71e-05,-0.54
131.0,-1.7e-05,-0.56
132.0,-1.69e-05,-0.54
133.0,-1.68e-05,-0.56
134.0,-1.67e-05,-0.54
135.0,-1.66e-05,-0.54
136.0,-1.65e-05,-0.56
137.0,-1.64e-05,-0.54
138.0,-1.63e-05,-0.56
139.0,-1.62e-05,-0.54
140.0,-1.61e-05,-0.56
141.0,-1.6e-05,-0.54
142.0,-1.59e-05,-0.56
143.0,-1.58e-05,-0.54
144.0,-1.57e-05,-0.56
145.0,-1.56e-05,-0.54
146.0,-1.55e-05,-0.52
147.0,-1.54e-05,-0.52
148.0,-1.53e-05,-0.54
149.0,-1.52e-05,-0.54
150.0,-1.51e-05,-0.54
151.0,-1.5e-05,-0.52
152.0,-1.49e-05,-0.54
153.0,-1.48e-05,-0.54
154.0,-1.47e-05,-0.52
155.0,-1.46e-05,-0.54
156.0,-1.45e-05,-0.52
157.0,-1.44e-05,-0.54
158.0,-1.43e-05,-0.52
159.0,-1.42e-05,-0.52
160.0,-1.41e-05,-0.54
161.0,-1.4e-05,-0.52
162.0,-1.39e-05,-0.52
163.0,-1.38e-05,-0.52
164.0,-1.37e-05,-0.54
165.0,-1.36e-05,-0.52
166.0,-1.35e-05,-0.5
167.0,-1.34e-05,-0.52
168.0,-1.33e-05,-0.5
169.0,-1.32e-05,-0.52
170.0,-1.31e-05,-0.5
171.0,-1.3e-05,-0.5
172.0,-1.29e-05,-0.52
173.0,-1.28e-05,-0.5
174.0,-1.27e-05,-0.52
175.0,-1.26e-05,-0.5
176.0,-1.25e-05,-0.5
177.0,-1.24e-05,-0.5
178.0,-1.23e-05,-0.48
179.0,-1.22e-05,-0.5
180.0,-1.21e-05,-0.48
181.0,-1.2e-05,-0.48
182.0,-1.19e-05,-0.5
183.0,-1.18e-05,-0.48
184.0,-1.17e-05,-0.5
185.0,-1.16e-05,-0.5
186.0,-1.15e-05,-0.46
187.0,-1.14e-05,-0.48
188.0,-1.13e-05,-0.5
189.0,-1.12e-05,-0.48
190.0,-1.11e-05,-0.48
191.0,-1.1e-05,-0.48
192.0,-1.09e-05,-0.48
193.0,-1.08e-05,-0.48
194.0,-1.07e-05,-0.46
195.0,-1.06e-05,-0.48
196.0,-1.05e-05,-0.48
197.0,-1.04e-05,-0.48
198.0,-1.03e-05,-0.48
199.0,-1.02e-05,-0.46
200.0,-1.01e-05,-0.48
201.0,-1e-05,-0.46
202.0,-9.9e-06,-0.48
203.0,-9.8e-06,-0.48
204.0,-9.7e-06,-0.46
205.0,-9.6e-06,-0.48
206.0,-9.5e-06,-0.46
207.0,-9.4e-06,-0.48
208.0,-9.3e-06,-0.46
209.0,-9.2e-06,-0.48
210.0,-9.1e-06,-0.46
211.0,-9e-06,-0.48
212.0,-8.9e-06,-0.46
213.0,-8.8e-06,-0.46
214.0,-8.7e-06,-0.48
215.0,-8.6e-06,-0.48
216.0,-8.5e-06,-0.48
217.0,-8.4e-06,-0.48
218.0,-8.3e-06,-0.48
219.0,-8.2e-06,-0.5
220.0,-8.1e-06,-0.46
221.0,-8e-06,-0.5
222.0,-7.9e-06,-0.48
223.0,-7.8e-06,-0.48
224.0,-7.7e-06,-0.5
225.0,-7.6e-06,-0.48
226.0,-7.5e-06,-0.5
227.0,-7.4e-06,-0.5
228.0,-7.3e-06,-0.48
229.0,-7.2e-06,-0.5
230.0,-7.1e-06,-0.48
231.0,-7e-06,-0.5
232.0,-6.9e-06,-0.5
233.0,-6.8e-06,-0.5
234.0,-6.7e-06,-0.48
235.0,-6.6e-06,-0.5
236.0,-6.5e-06,-0.48
237.0,-6.4e-06,-0.5
238.0,-6.3e-06,-0.52
239.0,-6.2e-06,-0.5
240.0,-6.1e-06,-0.5
241.0,-6e-06,-0.5
242.0,-5.9e-06,-0.5
243.0,-5.8e-06,-0.52
244.0,-5.7e-06,-0.48
245.0,-5.6e-06,-0.5
246.0,-5.5e-06,-0.52
247.0,-5.4e-06,-0.5
248.0,-5.3e-06,-0.52
249.0,-5.2e-06,-0.5
250.0,-5.1e-06,-0.52
251.0,-5e-06,-0.5
252.0,-4.9e-06,-0.52
253.0,-4.8e-06,-0.52
254.0,-4.7e-06,-0.5
255.0,-4.6e-06,-0.52
256.0,-4.5e-06,-0.5
257.0,-4.4e-06,-0.5
258.0,-4.3e-06,-0.52
259.0,-4.2e-06,-0.5
260.0,-4.1e-06,-0.52
261.0,-4e-06,-0.5
262.0,-3.9e-06,-0.52
263.0,-3.8e-06,-0.5
264.0,-3.7e-06,-0.52
265.0,-3.6e-06,-0.5
266.0,-3.5e-06,-0.52
267.0,-3.4e-06,-0.52
268.0,-3.3e-06,-0.5
269.0,-3.2e-06,-0.5
270.0,-3.1e-06,-0.52
271.0,-3e-06,-0.5
272.0,-2.9e-06,-0.52
273.0,-2.8e-06,-0.5
274.0,-2.7e-06,-0.52
275.0,-2.6e-06,-0.5
276.0,-2.5e-06,-0.48
277.0,-2.4e-06,-0.5
278.0,-2.3e-06,-0.48
279.0,-2.2e-06,-0.5
280.0,-2.1e-06,-0.48
281.0,-2e-06,-0.48
282.0,-1.9e-06,-0.5
283.0,-1.8e-06,-0.5
284.0,-1.7e-06,-0.46
285.0,-1.6e-06,-0.48
286.0,-1.5e-06,-0.48
287.0,-1.4e-06,-0.46
288.0,-1.3e-06,-0.48
289.0,-1.2e-06,-0.48
290.0,-1.1e-06,-0.44
291.0,-1e-06,-0.46
292.0,-9e-07,-0.44
293.0,-8e-07,-0.44
294.0,-7e-07,-0.38
295.0,-6e-07,-0.38
296.0,-5e-07,-0.32
297.0,-4e-07,-0.3
298.0,-3e-07,-0.18
299.0,-2e-07,-0.16
300.0,-1e-07,0.0
301.0,0.0,0.02
302.0,1e-07,0.2
303.0,2e-07,0.22
304.0,3e-07,0.4
305.0,4e-07,0.42
306.0,5e-07,0.66
307.0,6e-07,0.66
308.0,7e-07,0.88
309.0,8e-07,0.92
310.0,9e-07,1.16
311.0,1e-06,1.16
312.0,1.1e-06,1.4
313.0,1.2e-06,1.44
314.0,1.3e-06,1.66
315.0,1.4e-06,1.7
316.0,1.5e-06,1.92
317.0,1.6e-06,1.94
318.0,1.7e-06,2.12
319.0,1.8e-06,2.16
320.0,1.9e-06,2.38
321.0,2e-06,2.38
322.0,2.1e-06,2.58
323.0,2.2e-06,2.6
324.0,2.3e-06,2.76
325.0,2.4e-06,2.8
